x,y
0.19040954602659,0.6844433087260441
0.9110786348440143,0.5407771312139797
0.8148531741523041,0.8663513220065213
0.36443998027053504,0.5134315814559848
0.21256470984113263,0.8967709459136783
0.605538946292027,0.0886919867453162
0.44291183642242293,0.09563607583896871
0.6899679924006122,0.5849714431471269
0.34410799249156976,0.8259155341441923
0.6556777138878731,0.673163815425258
0.28860901339166656,0.16766210789893776
0.6360897582110007,0.81537341229452
0.47644696501862704,0.234879734606808
0.2632055977823262,0.5789709271904624
0.20704183645584018,0.9633681981991419
0.6339603843776357,0.16020824626228736
0.5137601113232569,0.7997539134863721
0.0335723491257921,0.6690897000249532
0.4144932715723114,0.45042242618093076
0.037713873994154934,0.017648922838735426
0.019763556526815718,0.37813309526091454
0.5865851447635434,0.18287289669409523
0.6649583184159984,0.7974950246378737
0.5312108353198256,0.9752720861550345
0.28408514336463,0.259053470470917
0.9869050342236434,0.2594536695113142
0.3022056906220195,0.8919138292071119
0.6750517126596446,0.13867311459859266
0.7045042097627596,0.16744771886169674
0.19004431407146904,0.9323411097387411
0.44032503688707525,0.37045028038923244
0.8745791399279612,0.6857644324880757
0.9960206153859921,0.24704494150004996
0.4371268375487024,0.5501469387910104
0.7733369173308585,0.34620219919678186
0.9848610913727901,0.6875836596716496
0.508005872625294,0.11400229247195137
0.32406038541317217,0.9252706306152388
0.9981864555011677,0.1668244863652698
0.6867843860778786,0.024133724699165637
0.9901494669207194,0.12455920113245156
0.061696473102888505,0.6325234729836617
0.9426611361040161,0.2737722679830883
0.0628791248256707,0.7714388551669183
0.29586023747206946,0.07476854541320743
0.9819722089136135,0.9788720322216775
0.3662723828250041,0.3034990298271414
0.1848866223418678,0.0582201454887884
0.1530976260017456,0.8343574650087279
0.592574804437541,0.39779579565779866
0.7610455538198084,0.6752830129866979
0.16504490334890543,0.6861311317010707
0.8075053891119862,0.3939700710206493
0.5543557880957604,0.5876711296994169
0.8474445880460959,0.6633090973835178
0.8840481645435343,0.36702526774027644
0.8438347167723547,0.8404303118089919
0.9719625786955581,0.8059183917331004
0.24041133927141334,0.7562735654841442
0.7931432662510238,0.4200462618564075
0.45330457276506897,0.7694544059013757
0.9163236101870608,0.8057250370995832
0.7824371431127972,0.08740380435015915
0.7758663638387767,0.3711716696178393
0.06643577305791559,0.1211497283754166
0.6224452868534468,0.5868435183866857
0.04502240706251748,0.05138078608909491
0.27257592715964374,0.380114851729325
0.313491605378164,0.14140448516728166
0.5853440830464067,0.754250011122524
0.8665994326585773,0.49533859375211853
0.4720814277679727,0.9827392905076382
0.32386679321322587,0.9451589832078936
0.2926721134064091,0.18730553499567482
0.06335855669876778,0.14869303046998883
0.7632292780710361,0.6426769457250424
0.16931904063821057,0.26932514968190724
0.9490044052921407,0.443521938185816
0.9413779357590235,0.7993586016206456
0.687391599927676,0.5780099328537447
0.71722919869213,0.2682797702461125
0.4410460257843627,0.4047988985481974
0.5847956540348186,0.054091329959163215
0.24069519108007442,0.898491830565068
0.7330500428031029,0.7508370779447476
0.2483863268203348,0.5609683399858794
0.9469054371263504,0.7601083227834574
0.7678019588382902,0.7035242067565901
0.7169976918845448,0.8480063773723849
0.2925498378267801,0.9888676002590187
0.20480424452254165,0.21547043364562302
0.9435270618256159,0.11822198746375401
0.8814075863724488,0.8182962715945397
0.6235039328377628,0.1478732568972697
0.3632847724065571,0.6121820054861989
0.5573580796667942,0.29613628506463074
0.40876188070274977,0.7383449300127303
0.8006059196190178,0.10433955281385665
0.8594758396391344,0.004560939606880199
0.2510874096771931,0.06254458924585671
0.38471173938349046,0.3219305125704778
0.1550004142502992,0.511872959367104
0.572259698230785,0.5808334444042348
0.5553233520776064,0.07128838870930909
0.9830323777694225,0.054903279874647604
0.4397552678853215,0.1461824622036736
0.16396024189713088,0.8604524510255562
0.0354985482755531,0.07218551813845042
0.5129017329032678,0.11349262676394967
0.16328185907536696,0.9284417534492275
0.49871234745656856,0.8409734449183963
0.6736011377167019,0.5948366576340643
0.018837846551097215,0.2370986573964171
0.5040603250963135,0.6306353297084676
0.16127606941726913,0.06779252135982838
0.549005757344401,0.5045935750465221
0.6279686517931086,0.05830411672468161
0.05625818000547467,0.9159550658015078
0.8915305239372742,0.7341906346769308
0.7991491255897861,0.2788907018892428
0.8076792841674348,0.12058668943624684
0.6436033143028166,0.5557611871072566
0.09078662001696947,0.1122380001219615
0.9876996150950481,0.18056101811871117
0.5538967947496259,0.5568851673900561
0.17483943414392233,0.5713965130749152
0.6231457992355305,0.09679829563942943
0.49722140835485096,0.12208759652197254
0.6037235539216418,0.9199295947066596
0.8724327049860157,0.06281533571596554
0.8266869041519255,0.6350750440904049
0.4932527467692013,0.49035756328814806
0.5567829760164865,0.0045555933348004896
0.588192919765495,0.5277052857381872
0.9746422197265016,0.8354589115625027
0.03686151490773493,0.6551422606478832
0.7825642165594738,0.42793486216967724
0.7405736694603237,0.912158685197994
0.3562785705619723,0.7267329312793027
0.6658532711050674,0.37169650948534516
0.8001569324510972,0.8020273426742589
0.5694485063257917,0.16663496385473686
0.6975276916347565,0.7621981069973365
0.4709802734132985,0.1088380084887377
0.6154671329017233,0.27056138521609585
0.9620499787728748,0.5638845614856465
0.7706823833259078,0.15382680108376712
0.9320627061349244,0.32931404016489574
0.006303154782344,0.8167695422869136
0.32452912424529023,0.677823455938922
